Time (Sec);S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S3;S4;S5;S9;
1.0266666666666666;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
1.1266666666666667;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
1.2266666666666668;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.3266666666666669;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.426666666666667;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.526666666666667;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.6266666666666671;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.7266666666666672;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.8266666666666673;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
1.9266666666666674;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
2.0266666666666673;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
2.1266666666666674;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
2.2266666666666675;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;19159.9999;
2.3266666666666675;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.4266666666666676;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.5266666666666677;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.626666666666668;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.726666666666668;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.826666666666668;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
2.926666666666668;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
3.026666666666668;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
3.1266666666666683;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
3.2266666666666683;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
3.3266666666666684;19160.0;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;19159.999799999998;
3.4266666666666685;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
3.5266666666666686;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
3.6266666666666687;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
3.726666666666669;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
3.826666666666669;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
3.926666666666669;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.026666666666669;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.126666666666669;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.226666666666668;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.326666666666668;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.426666666666668;19160.0;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;19159.999699999997;
4.526666666666668;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
4.626666666666669;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
4.726666666666668;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
4.826666666666668;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
4.926666666666668;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.026666666666667;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.126666666666667;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.226666666666667;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.326666666666666;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.426666666666666;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.5266666666666655;19160.0;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;19159.999599999996;
5.626666666666666;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
5.726666666666667;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
5.826666666666666;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
5.926666666666666;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.0000000000000036;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.126666666666665;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.226666666666665;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.326666666666664;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.426666666666664;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.526666666666664;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.626666666666663;19160.0;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;19159.999499999994;
6.726666666666664;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
6.826666666666664;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
6.926666666666664;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.026666666666664;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.126666666666663;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.226666666666663;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.326666666666663;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.426666666666662;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.526666666666662;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.626666666666662;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.726666666666661;19160.0;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;19159.999399999993;
7.826666666666662;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;
7.926666666666662;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;
8.026666666666662;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;
8.126666666666662;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;19159.999299999992;
